ParkID,Name,Icon,Region,Thumbnail,Text1,Text2,ParkUrl,ParkUrlText,MapUrl,MapUrlText,TourUrl,TourUrlText,Location
Fort_Okanogan,Fort Okanogan,triangle,,https://sites.google.com/site/virtualrangerproject/home/files/FortOkanogan.jpg,"Fort Okanogan State Park is 45-acre day-use park set on a bluff overlooking the Columbia River. The park has 1,000 feet of ""high"" freshwater shoreline, but no beach accessibility.","David Stuart of the Pacific Fur Company established a colony and named it ""Fort Okanogan"" in 1811. In 1821, the fort was purchased by the Hudson Bay Company. Fort Okanogan Interpretive Center overlooks the site of the original fort. The word ""Okanogan"" is derived from ""Okinakane,"" the name the local Indians used for themselves.",http://www.colvilletribes.com/fort_okanogan_interpretive_center.php,Park Website,,Park Map,,,"<Point><coordinates>-119.677884,48.098389,0.0</coordinates></Point>"
Fort_Simcoe,Fort Simcoe,sunny,Olympic Peninsula Region,https://sites.google.com/site/virtualrangerproject/home/files/FortSimcoe.jpg,"Fort Simcoe State Park is a 200-acre, day-use heritage park in south central Washington on the Yakama Indian Nation Reservation. The park is primarily an interpretive effort, telling the story of mid-19th century army life and providing insights into the lifeways of local Native American culture.","Located in the foothills of the Cascade Mountains in an old oak grove watered by natural springs, Fort Simcoe was an 1850's-era military installation established to keep peace between the settlers and the Indians. Due to its unique historic significance, the park was placed on the National Register of Historic Places in June, 1974. Before the fort era, the site was an Indian campground where many trails crossed.",http://parks.state.wa.us/509/Fort-Simcoe,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1871,Park Map,,,"<Point><coordinates>-120.838296,46.34336,0.0</coordinates></Point>"
Fort_Townsend,Fort Townsend,campground,Olympic Peninsula Region,https://sites.google.com/site/virtualrangerproject/home/files/FortTownsend.jpg,"This 367-acre marine camping park features 3,960 feet of saltwater shoreline on Port Townsend Bay. The heavily wooded park has a rich military history dating from pioneer days.","The park occupies more than a third of the original Fort Townsend built in 1856 by the U.S. Army for the protection of settlers. Timbers were hewn and laths cut from local forests. The fort was closed between 1859 and 1874, declared ""unfit"" after an inspection by an army headquarters commander from Columbia. Reopened in 1874, the fort thrived until 1895 when fire destroyed the barracks. The property was used as an enemy-munitions defusing station during World War II. State Parks took custody of the premises in 1953.",http://parks.state.wa.us/510/Fort-Townsend,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1872,Park Map,,,"<Point><coordinates>-122.80214,48.078237,0.0</coordinates></Point>"
Fort_Worden,Fort Worden,campground,North Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/FortWorden%20.jpg,Fort Worden State Park and Conference Center is a 434-acre multi-use park with over two miles of saltwater shoreline and a wide variety of services and facilities. The park rests on a high bluff overlooking Puget Sound. Many historic buildings remain at this 19th century military fort.,The Coast Artillery Museum was established to preserve and interpret coast artillery history with special emphasis on the harbor defenses of Puget Sound as they existed and functioned from the late 1800s to the end of World War II.,http://parks.state.wa.us/511/Fort-Worden,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1875,Park Map,,,"<Point><coordinates>-122.765286,48.13444,0.0</coordinates></Point>"
Ginkgo_Petrified_Forest,Ginkgo Petrified Forest,campground,North Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/GinkgoPetrifiedForest_Wanapum.jpg,"Ginkgo Petrified Forest State Park is a 7,470-acre park with year-round camping at Wanapum recreational area. The park features 27,000 feet of freshwater shoreline on the Wanapum Reservoir on the Columbia River. Petrified wood was discovered in the region in the early 1930s, which led to creation of the park as a national historic preserve.","The park was set aside as a historic preserve when remains of a fossil forest were unearthed during highway construction in the 1930s. Petrified wood from many different trees are common in the area, but specimens of petrified Ginkgo are rare. Many buildings on the premises owe their origin to the work of the 1930s Civilian Conservation Corps.",http://parks.state.wa.us/288/Ginkgo-Petrified-Forest,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1876,Park Map,,,"<Point><coordinates>-119.988257,46.954384,0.0</coordinates></Point>"
Goldendale_Observatory,Goldendale Observatory,sunny,Columbia Gorge Region,https://sites.google.com/site/virtualrangerproject/home/files/GoldendaleObservatory.jpg,"Goldendale Observatory State Park is a five-acre educational facility on a 2,100-foot-high hilltop. The observatory houses one of the nation's largest public telescopes and has attracted sky-watchers since its opening in 1973. The observatory is open to anyone who wants to view the universe.","Goldendale Observatory is the fruition of the dream of four amateur astronomers, M. W. McConnell, O. W. VanderVeldon, John Marshall and Don Connor. These four citizens of Vancouver, Washington began constructing a 24-inch, Cassegrain reflecting telescope for Vancouver's Clark college. They ultimately donated the telescope to the town of Goldendale, which constructed observatory buildings on a hilltop north of Goldendale. Funding for construction was provided by donations, a federal grant and a bank loan.",http://parks.state.wa.us/512/Goldendale-Observatory,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1877,Park Map,,,"<Point><coordinates>-120.815336,45.838561,0.0</coordinates></Point>"
Grayland_Beach,Grayland Beach,campground,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/GraylandBeach.jpg,"Grayland Beach State Park is a 412-acre, year-round, marine camping park with 7,449 feet of spectacular ocean frontage, just south of the town of Grayland. The park attracts kite flyers, kite-flying observers and those who just like a pleasant day at the beach.","The park was named for Captain Robert Gray, an American sea captain who discovered all the harbors now named for him.",http://parks.state.wa.us/515/Grayland-Beach,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1878,Park Map,,,"<Point><coordinates>-124.090636,46.78542,0.0</coordinates></Point>"
Griffin_Bay,Griffin Bay,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/GriffinBay.jpg,"Griffin Bay State Park is a 15-acre marine park with 340 feet of shoreline. The park is part of the Cascadia Marine Trail and reachable only by human- and wind-powered watercraft. The park is a narrow band of land, which is bordered on both sides by private property.","Griffin Bay was the site of Old San Juan Town, a shanty town that grew up on the boundary of American Camp. The saloon was the primary attraction in town. When the county of San Juan was established, the county seat was placed in Friday Harbor. Now Griffin Bay is much quieter, remote from land traffic.",,Park Website,,Park Map,,,"<Point><coordinates>-123.00993,48.477514,0.0</coordinates></Point>"
Griffiths_Priday,Griffiths-Priday,sunny,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/Griffiths-Priday.jpg?attredirects=0,"Griffiths-Priday Ocean State Park is a 364-acre marine park with 8,316 feet of saltwater shoreline on the Pacific Ocean and 9,950 feet of freshwater shoreline on the Copalis River. The park extends from the beach through low dunes to the river, then north to the river's mouth. The Copalis Spit natural area, a designated wildlife refuge, is also part of the park.","The park owes its existence to Judge Griffiths, who in the late 1800s purchased the original 117 acres that he willed at his death to be made into a park for everyone's enjoyment. Griffiths stipulated that the park be named Griffiths-Priday Ocean State Park, a combination of his surname and the name of his foster parents who brought him to America from England as a child.",http://parks.state.wa.us/516/Griffith-Priday-Ocean,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1879,Park Map,,,"<Point><coordinates>-124.181816,47.12562,0.0</coordinates></Point>"
Hope_Island__Mason,Hope Island (Mason),campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/HopeIsland_Mason.jpg,"Hope Island State Park is a 106-acre marine camping park on the western side of the state in Mason County, Puget Sound. This quiet island is reachable only by boat. Covered with old-growth forests and saltwater marshes, the park features a beach one-and-a-half miles long.",Hope Island was named by Commander Charles Wilkes for one of his crew in 1841. Wilkes was engaged in the mission of charting Puget Sound.,http://parks.state.wa.us/517/Hope-Island---Mason,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1880,Park Map,,,"<Point><coordinates>-122.929366,47.18689,0.0</coordinates></Point>"
Hope_Island__Skagit,Hope Island (Skagit),campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/HopeIsland_Skagit.jpg,"Hope Island (north) State Park is a 200-acre marine park in Skagit Bay. The park offers several campsites, attractive beaches and a trail across the island. The island is forested with occasional meadows and rock outcroppings.",,http://parks.state.wa.us/518/Hope-Island---Skagit,Park Website,,Park Map,,,"<Point><coordinates>-122.566463,48.398721,0.0</coordinates></Point>"
Ike_Kinswa,Ike Kinswa,campground,Southwest Region,https://sites.google.com/site/virtualrangerproject/home/files/IkeKinswa.jpg,"Ike Kinswa State Park is a 454-acre camping park with 46,000 feet of freshwater shoreline on the north side of Mayfield Lake. The campsites are forested and available year-round.","The area around Ike Kinswa State Park was originally inhabited by the Cowlitz Indians. Their burial ground is located in the region. Many graves were relocated when the Mayfield Dam backed water up into the canyon. The area was originally named Mayfield Lake State Park, but the name was changed in 1971 to honor Ike Kinswa, a Cowlitz Indian who represented his people.",http://parks.state.wa.us/519/Ike-Kinswa,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1881,Park Map,,,"<Point><coordinates>-122.526483,46.546111,0.0</coordinates></Point>"
Illahee,Illahee,campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/Illahee.jpg,"Illahee State Park is a 75-acre marine camping park with 1,785 feet of saltwater frontage on Port Orchard Bay. ""Illahee"" means ""earth"" or ""country"" in the Indian tradition, and views of Puget Sound from the Illahee beach give the viewer a sense of what that word meant to native people. The park has plenty of parking space, lots of fresh air, facilities for a number of outdoor activities and access to a variety of water sports.","Indian tradition states that the word ""Illahee"" means ""earth"" or ""country."" Illahee State Park was acquired in seven parcels between 1934 and 1954.",http://parks.state.wa.us/520/Illahee,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1882,Park Map,,,"<Point><coordinates>-122.597049,47.597782,0.0</coordinates></Point>"
Iron_Horse,Iron Horse,sunny,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/IronHorse.jpg,"Iron Horse State Park is a 1,612-acre park that was once part of the path of the Chicago-Milwaukee-St. Paul-Pacific Railroad. More than 100 miles of trail extends from Cedar Falls to the Columbia River. High trestles provide spectacular views of the valley below.","Originally, the trail right-of-way was part of the Chicago, Milwaukee, St. Paul and Pacific Railroad. The railroad operated between 1908 and 1980, when the company went into bankruptcy. The state's Department of Natural Resources acquired much of the property and turned it over to State Parks, which continues to acquire land and make improvements to the area.",http://parks.state.wa.us/521/Iron-Horse,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1883,Park Map,,,"<Point><coordinates>-121.749181,47.434169,0.0</coordinates></Point>"
James_Island,James Island,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/JamesIsland.jpg,"James Island State Park is a 113-acre marine camping and moorage park with 12, 335 feet of saltwater shoreline on Rosario Strait. The park features a beautiful western view of the San Juan islands from a high bluff along the loop trail.","The Wilkes Expedition named the island in 1841 to honor the earlier heroism of an American sailor, Reuben James. The federal government acquired the island and transferred it to the Washington State Parks and Recreation Commission in 1964.",http://parks.state.wa.us/522/James-Island,Park Website,,Park Map,,,"<Point><coordinates>-122.774977,48.512125,0.0</coordinates></Point>"
Jarrell_Cove,Jarrell Cove,campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/JarrellCove.jpg,"Jarrell Cove State Park is a 43-acre marine camping park with 3,500 feet of saltwater shoreline on the northwest end of Harstine Island in south Puget Sound. The forested island park is accessible by road and bridge and is off the beaten path. Most visitors arrive by boat. The park has campsites near the docks, as well as on rolling, grassy areas. Jarrell Cove State Park administers five other satellite parks including: Harstine Island, McMicken Island, Stretch Point, Eagle Island and Hope Island State Parks. Harstine Island State Park is a day use park with beach access via a half-mile trail. It is a two mile drive from Jarrell Cove. The other satellite parks are all accessible by boat only and offer buoys for moorage.","The park is named after Mrs. Philura Jarrel, the first pioneer woman to settle on the island. Jarrell Cove was acquired in four parcels between 1953 and 1969.",http://parks.state.wa.us/523/Jarrell-Cove,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1885,Park Map,,,"<Point><coordinates>-122.883348,47.2832,0.0</coordinates></Point>"
Joemma_Beach,Joemma Beach,campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/JoemmaBeach.jpg,"Joemma Beach State Park is a 122-acre marine camping park with 3,000 feet of saltwater frontage on southeast Key Peninsula. Aside from the natural beauty of park and surroundings, the area is an excellent place for fishing, boating and crabbing.","This property was granted to Washington at statehood in 1889 for the support of common schools. The original recreation site was developed beginning in 1961 and was named Robert F. Kennedy Recreation Area on opening day in 1968. The property was transferred to State Parks in 1995 and was renamed ""Joemma Beach State Park"" after Joe and Emma Smith who lived on the premises from 1917 to 1932.",http://parks.state.wa.us/524/Joemma-Beach,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1886,Park Map,,,"<Point><coordinates>-122.804074,47.226357,0.0</coordinates></Point>"
Jones_Island,Jones Island,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/JonesIsland.jpg,"Jones Island State park is a 188-acre marine camping park with 25,000 feet of saltwater shoreline on the San Jaun channel. The park features a beautiful loop trail down the center of the island then around the western shore.","Jones Island was named by the Wilkes Expedition in 1841 in honor of Captain Jacob Jones, U.S. Navy. Jones, while master commandant of the sloop-of-war Wasp, captured the British brig Frolic on Oct. 18, 1812. The park was acquired from the U.S. Fish and Wildlife Service in 1983.",http://parks.state.wa.us/525/Jones-Island,Park Website,,Park Map,,,"<Point><coordinates>-123.046365,48.61553,0.0</coordinates></Point>"
Joseph_Whidbey,Joseph Whidbey,sunny,North West Region,https://sites.google.com/site/virtualrangerproject/home/files/JosephWhidbey.jpg,"Joseph Whidbey State Park is a 112-acre day-use park with 3,100 feet of saltwater shoreline on the Strait of Juan De Fuca in northern Puget Sound. The scenery is beautiful, views are magnificent, wildlife is everywhere and the beach is one of the grandest on Whidbey Island.","The park and other island features were named during the Vancouver Expedition of 1792. Master Joseph Whidbey circumnavigated the island, and Vancouver named it in his honor.",http://parks.state.wa.us/526/Joseph-Whidbey,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1887,Park Map,,,"<Point><coordinates>-122.70754,48.3108,0.0</coordinates></Point>"
Kanaskat_Palmer,Kanaskat-Palmer,campground,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/Kanaskat-Palmer.jpg,"Kanaskat-Palmer State Park is a 320-acre camping park on a small, low plateau in a natural forest setting. The park has two miles of shorelines on the Green River. Boat and raft launching is by hand only. River rafting and kayaking down the Green River Gorge is for expert-level enthusiasts only. Shoreline activities include nature appreciation, trout fishing and picnicking.","The area around Kanaskat-Palmer and the Green River Gorge is abundant with mining history. The area is still mined for coal, as it has been for many years. Nearby Flaming Geyser gets its methane flame from a coal seam. Also mined locally was cinnabar, the base ore for mercury.",http://parks.state.wa.us/527/Kanaskat-Palmer,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1888,Park Map,,,"<Point><coordinates>-121.890928,47.316389,0.0</coordinates></Point>"
Kinney_Point,Kinney Point,campground,North Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/KinneyPoint.jpg,Kinney Point is a 76-acre park situated on the south end of Marrowstone Island. The park features 683 feet of saltwater shoreline on Admiralty Inlet and Oak Bay. It is reachable by beachable boats only.,,http://parks.state.wa.us/528/Kinney-Point,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1889,Park Map,,,"<Point><coordinates>-122.687129,48.008757,0.0</coordinates></Point>"
Kitsap_Memorial,Kitsap Memorial,campground,North Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/KitsapMemorial.jpg,"Kitsap Memorial State Park is a 58-acre camping park with 1,797 feet of saltwater shoreline and facilities for group and individual recreation, weddings and overnight stays. The park offers beautiful natural surroundings and sweeping views of Hood Canal.","Kitsap County requested the inclusion of ""memorial"" in the park's name at the time of original land donation from the county. The name reflects the wishes and efforts of the original members of the Vinland Community Club, who sought to establish a ""North Kitsap Memorial Park"" in honor of Henry Brown. Mr. Brown was the person who first proposed dedicating the land for community use. He also established the first permanent buildings on the site.",http://parks.state.wa.us/529/Kitsap-Memorial,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1890,Park Map,,,"<Point><coordinates>-122.651047,47.817501,0.0</coordinates></Point>"
Kopachuck,Kopachuck,campground,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/Kopachuck.jpg,"Kopachuck State Park is a 109-acre marine and camping park with 5,600 feet of saltwater shoreline on Henderson Bay. One portion of the park, Cutts Island (or ""Deadman's Island"") is a half mile from shore and reachable only by boat. The park provides scenic views of sunsets, the Olympic Mountains and Puget Sound.","The name ""Kopachuck"" originated from ""Chinook Jargon,"" the trade language of the Pacific Coastal Indians. Kopachuck is a merging of two words: ""Kopa"" meaning ""at,"" and ""chuck"" meaning ""water."" This scenic park was once a seasonal fishing and clamming site of the Puyallup and Nisqually tribes.",http://parks.state.wa.us/530/Kopachuck,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1891,Park Map,,,"<Point><coordinates>-122.682345,47.310617,0.0</coordinates></Point>"
Lake_Chelan,Lake Chelan,campground,North Central Region,https://sites.google.com/site/virtualrangerproject/home/files/LakeChelan.jpg,"Lake Chelan State Park is a 127-acre camping park on the forested south shore of Lake Chelan. The park has 6,000 feet of shoreline, lakeside views and expansive lawns for strolling and playing. The park gets an annual average rainfall of 11 inches. Summer tends to be hot and dry. Annual average snowfall is 42 inches.","Native Americans used this site as a home and hunting area for many years. The name ""Chelan"" is a Salish Indian word meaning both ""lake"" and ""blue water.""",http://parks.state.wa.us/531/Lake-Chelan,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1892,Park Map,,,"<Point><coordinates>-120.200034,47.873883,0.0</coordinates></Point>"
Lake_Easton,Lake Easton,campground,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/LakeEaston.jpg,"Lake Easton State Park is a forested, 516-acre year-round camping park with 24,000 feet of freshwater access on the shores of Lake Easton in the Cascade Mountain foothills. The park has beautiful mountain views and hiking trails to explore in the summer and cross country and snowmobiling trails to enjoy in the winter. The park's location also allows for snowy winter-sport opportunities.",The park is located within a glacial valley in the Washington Cascade Range. The Northern Pacific Railroad built a tunnel through the Cascades beginning at Easton.,http://parks.state.wa.us/532/Lake-Easton,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1893,Park Map,,,"<Point><coordinates>-121.197151,47.249248,0.0</coordinates></Point>"
Lake_Sammamish,Lake Sammamish,sunny,Seattle-Tacoma Region,https://sites.google.com/site/virtualrangerproject/home/files/LakeSammamish.jpg,"Lake Sammamish State Park is a 512-acre day-use park with 6,858 feet of waterfront on Lake Sammamish. The area around the lake was an important culture zone for local Native American tribes for centuries. The park provides deciduous forest and wetland vegetation for the enjoyment of visitors. A salmon-bearing creek and a great-blue-heron rookery are additional features.","The Lake Sammamish area was once a gathering place for Indian tribes. They celebrated their ""potlatch,"" or winter festival, at the south end of the lake, where they hunted, fished and berry-gathered in preparation for winter. The word ""Sammamish"" comes from the Indian ""Samena,"" meaning ""hunter.""",http://parks.state.wa.us/533/Lake-Sammamish,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1894,Park Map,,,"<Point><coordinates>-122.061324,47.556227,0.0</coordinates></Point>"
Lake_Sylvia,Lake Sylvia,campground,Southwest Region,https://sites.google.com/site/virtualrangerproject/home/files/LakeSylvia.jpg,"Lake Sylvia State Park is a quiet, 233-acre camping park with 15,000 feet of freshwater shoreline. The park is an old logging camp in a wooded area halfway between Olympia and the Pacific shore. Aside from the interesting displays of old logging gear and curiosities, the lake is good for fishing, and the rustic charm of the park makes for excellent day outings and group camping trips.","Huge, old-growth stumps are everywhere in the park. There is a giant wooden ball carved from a single log by a local logging legend. Story has it the logger could stand atop the floating ball and ""walk it"" from one end of the lake to the other. The area is rich with logging lore and history. When logging ceased in 1930, the dam was used to generate electricity for the town of Montesano.",http://parks.state.wa.us/534/Lake-Sylvia,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1895,Park Map,,,"<Point><coordinates>-123.590533,47.000211,0.0</coordinates></Point>"
Lake_Wenatchee,Lake Wenatchee,campground,North Central Region,https://sites.google.com/site/virtualrangerproject/home/files/LakeWenatchee.jpg,"Lake Wenatchee State Park is a 489-acre camping park with 12,623 feet of waterfront on glacier-fed Lake Wenatchee and the Wenatchee River. The park is bisected by the Wenatchee River, creating two distinct areas _�_ south park, which features areas for camping, swimming and horseback riding, and north park, which is in a less developed, forested section of the park and a quarter-mile walk from the lake. The park is a natural wildlife area, and visitors should be aware of the presence of bears and other natural dangers.","During their annual migration long ago, Native American tribes stopped at Lake Wenatchee for a feast of clams and salmon before heading west to trade with coastal tribes.",http://parks.state.wa.us/535/Lake-Wenatchee,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1896,Park Map,,,"<Point><coordinates>-120.720004,47.808299,0.0</coordinates></Point>"
Larrabee,Larrabee,campground,North West Region,https://sites.google.com/site/virtualrangerproject/home/files/Larrabee.jpg,"Larrabee State Park is a 2,683-acre camping park with 8,100 feet of saltwater shoreline on Samish Bay near Bellingham in northwest Washington. The park features two freshwater lakes, coves and tidelands. Sunsets are gorgeous. A variety of non-motorized, multiple-use trails wind through the park.","In October 1915, the Larrabee family donated 20 acres of land to the state to be made into a park. Officially named in honor of Charles Xavier Larrabee in 1923, the area became Washington's first state park.",http://parks.state.wa.us/536/Larrabee,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1898,Park Map,,,"<Point><coordinates>-122.490618,48.651234,0.0</coordinates></Point>"
Leadbetter_Point,Leadbetter Point,sunny,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/LeadbetterPoint.jpg,"Leadbetter Point State Park is a natural area open for day use. The park features beach frontage on the Pacific Ocean and Willapa Bay. It borders the Willapa National Wildlife Refuge which has about five miles of ocean beach and several miles of bay beach. There are views of the Pacific Ocean to the west and Willapa Bay and hills to the east. The park is part of the Willapa Bay Water Trail. Visitors can enjoy hiking, fishing and clamming at the park.",,http://parks.state.wa.us/537/Leadbetter-Point,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1899,Park Map,,,"<Point><coordinates>-124.051211,46.596392,0.0</coordinates></Point>"
Lewis_Clark,Lewis & Clark,campground,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/Lewis_Clark.jpg,"Lewis and Clark State Park is a 621-acre camping park situated in one of the last major stands of old-growth forest in the state. Coniferous trees, streams, wetlands, dense vegetation and wet prairie comprise the park environment.","Lewis and Clark State Park, which is actually separate from the Lewis and Clark Trail, began as a ""public camp"" for automobile tourists in 1922. Two years later, more than 10,000 people visited the park annually. The old north spur of the Oregon Trail, which extended from the Cowlitz River landing to the city of Tumwater, passed directly through the present park site.",http://parks.state.wa.us/538/Lewis-Clark,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1900,Park Map,,,"<Point><coordinates>-122.819143,46.519655,0.0</coordinates></Point>"
Lewis_Clark_Trail,Lewis & Clark Trail,campground,Pacific Coast Region,https://sites.google.com/site/virtualrangerproject/home/files/LewisClarkTrail.jpg,"Lewis and Clark Trail State Park is a 37-acre camping park with 1,333 feet of freshwater shoreline on the Touchet River. The park is a rare treasure of old-growth forest and river in the midst of the surrounding arid grassland.",The park is located on the historic Nimipooiskit trail that extends from the Rocky Mountains to the Pacific Ocean. Remnants of the trail can be observed near the park.,http://parks.state.wa.us/539/Lewis-Clark-Trail,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1901,Park Map,,,"<Point><coordinates>-118.07228,46.288328,0.0</coordinates></Point>"
Lime_Kiln_Point,Lime Kiln Point,sunny,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/LimeKilnPoint.jpg,"Lime Kiln Point is a 36-acre day-use park set on the west side of San Juan Island. The park is considered one of the best places in the world to view whales from a land-based facility. Orca whales are common in the waters off Lime Kiln. The park, which features a richly diverse environment, includes the remnants and landscapes of a history filled with change, along the rocky shoreline and through the wooded uplands.","In 1860, a lime producing operation began to operate in what is now part of the park. For 60 years, the area adjacent to the park was quarried for limestone. Kilns were built to fire the limestone to produce lime. Buildings were built, roads were cut and much of the island was logged to feed the fires of the kilns. The U.S. Coast Guard operated the area adjacent to the lime operation as a lighthouse preserve.",http://parks.state.wa.us/540/Lime-Kiln-Point,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1902,Park Map,,,"<Point><coordinates>-123.150155,48.51622,0.0</coordinates></Point>"
Lincoln_Rock,Lincoln Rock,campground,North Central Region,https://sites.google.com/site/virtualrangerproject/home/files/LincolnRock.jpg,"Lincoln Rock State Park is an 80-acre camping park on the east side of Lake Entiat, created by Rocky Reach Dam blocking the flow of the Columbia River north of Wenatchee. The park, a popular place for swimming, water-skiing and respite from the hot sun, was named for a basalt outcropping said to resemble the profile of Abraham Lincoln.","Lincoln Rock was named after a prominent geological feature, visible across the river, which resembles the profile of Abraham Lincoln.",http://parks.state.wa.us/541/Lincoln-Rock,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1903,Park Map,,,"<Point><coordinates>-120.284621,47.538287,0.0</coordinates></Point>"
Manchester,Manchester,campground,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/Manchester.jpg,"Manchester State Park is a 111-acre camping park with 3,400 feet of saltwater shoreline on Rich Passage in Puget Sound. The park is covered in woods of fir and maple.","The park was constructed at the turn of the century as a U.S. Coast Artillery harbor defense installation for the protection of Bremerton. During World War II, the property was converted to a navy fuel supply depot and a navy fire-fighting station.",http://parks.state.wa.us/542/Manchester,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1905,Park Map,,,"<Point><coordinates>-122.550349,47.575652,0.0</coordinates></Point>"
Maryhill,Maryhill,campground,Columbia Gorge Region,https://sites.google.com/site/virtualrangerproject/home/files/Maryhill.jpg,"Maryhill State Park is a 99-acre camping park with 4,700 feet of waterfront on the Columbia River in Klickitat County. The area is significant for its natural beauty, its access to the surrounding natural wonders and its cultural history. A full-scale model of Stonehenge stands near the park.","Maryhill State Park was acquired by lease from the U.S. Army Corps of Engineers in 1972 at no cost. Sam Hill, considered a local eccentric, built a ""castle"" for his daughter, Mary, on a hill, and named it ""Maryhill."" He designated the beautiful building, originally designed as a family home, as an art museum before the end of its construction.",http://parks.state.wa.us/543/Maryhill,Park Website,http://parks.state.wa.us/DocumentCenter/Home/View/1906,Park Map,,,"<Point><coordinates>-120.836876,45.681317,0.0</coordinates></Point>"
Matia_Island,Matia Island,campground,San Juan Islands Region,https://sites.google.com/site/virtualrangerproject/home/files/MatiaIsland.jpg,"Matia Island State Park is a 145-acre marine park with 20,676 feet of saltwater shoreline on the Strait of Georgia. The island is part of the San Juan National Wildlife Refuge. Under a mutual agreement between the U.S. Fish and Wildlife Service and the Washington State Parks and Recreation Commission, five acres at Rolfe Cove are available to boaters as a marine park.","Captain Eliza of the 1792 Spanish Expedition named the island ""Isle de Mata."" Mata has many meanings in Spanish, most having to do with lush plant growth. Some believe Matia refers to a woman's name. The U.S. Coast Survey conffered the name Matia in 1954.",http://parks.state.wa.us/544/Matia-Island,Park Website,,Park Map,,,"<Point><coordinates>-122.837028,48.746443,0.0</coordinates></Point>"
McMicken_Island,McMicken Island,sunny,South Puget Sound Region,https://sites.google.com/site/virtualrangerproject/home/files/McMickenIsland.jpg,"McMicken Island State Park is an 11.5 acre marine park with 1,661 feet of saltwater shoreline. It is situated in the beautiful South Puget Sound and features a pristine cove to set anchor. Visitors can enjoy the many hiking trails, viewing an active bald eagle nest and shellfish harvesting. The shellfish population is abundant and open to shellfish harvesters year round.","Originally, a Swedish sailor jumped ship and settled on the island, naming the island after himself, Lundquist. However, when Mr. Lundquist attempted a legal claim on the island with the U.S. government, he was told they had no record of its existence. A surveyor was sent to record the island on U.S. maps and then gave the island his name, McMicken.",http://parks.state.wa.us/545/McMicken-Island,Park Website,,Park Map,,,"<Point><coordinates>-122.932492,47.186197,0.0</coordinates></Point>"
